(Avatar: The Last Airbender - The Video Game, Avatar: The Last Airbender (video game))
(Fire Nation, Fire Nation trebuchet)
(Fire Nation, Kyoshi)
(Fire Nation, Shyu)
(Fire Nation, Siege of the North)
(Fire Nation, Terra Team)
(Avatar Wiki:Standards Council, Avatar Wiki:B-class articles)
(Avatar Wiki:Standards Council, Avatar Wiki:A-class articles)
(Avatar Wiki:Standards Council, Avatar Wiki:Standards Council/Elections)
(Julianna Rose, List of Avatar: The Last Airbender episodes)
(Julianna Rose, Avatar: The Last Airbender)
(Avatar Roku, Roku)
(Healing, Tribal Princess)
(Healing, Republic City)
(Healing, Ty Lee)
(Healing, Spirit World)
(Healing, Airbending)
(Healing, Jet)
(Healing, Zhao)
(Healing, Chi blocking)
(Healing, Bending arts)
(Healing, Lightning generation)
(Healing, Yue)
(Healing, Bolin)
(Healing, Korra)
(Healing, Jinora)
(Healing, Northern Water Tribe)
(Healing, Aang)
(Healing, Chi)
(Healing, Yugoda)
(Healing, Specialized bending techniques)
(Healing, Jeong Jeong)
(Healing, Bryan Konietzko)
(Healing, Spirit Oasis)
(Healing, Avatar)
(Healing, Hundred Year War)
(Healing, Equalists)
(Healing, Katara)
(Healing, Terra Team)
(Time candle, Northern Air Temple)
(Time candle, Technology in the World of Avatar)
(Time candle, Timing device)
(Fire Temple, Avatar: The Last Airbender—The Art of the Animated Series)
(Fire Temple, Fire Sages)
(Fire Temple, Crescent Island)
(Fire Temple, Winter Solstice, Part 1: The Spirit World)
(Fire Temple, Technology in the World of Avatar)
(Fire Temple, Fire Nation)
(Fire Temple, Avatar)
(Fire Temple, Avatar Temple)
(Fire Temple, Aang)
(Fire Temple, Roku)
(Transcript:The Guru, Zuko)
(Transcript:The Guru, Ty Lee)
(Transcript:The Guru, Appa)
(Transcript:The Guru, Yu)
(Transcript:The Guru, The Guru)
(Transcript:The Guru, Kuei)
(Transcript:The Guru, Iroh)
(Transcript:The Guru, Jasmine Dragon)
(Transcript:The Guru, Azula)
(Transcript:The Guru, Sokka)
(Transcript:The Guru, Mai)
(Transcript:The Guru, Eastern Air Temple)
(Transcript:The Guru, Chameleon Bay)
(Transcript:The Guru, Pathik)
(Transcript:The Guru, Iroh and Zuko's apartment)
(Transcript:The Guru, Bato)
(Transcript:The Guru, Katara)
(Transcript:The Guru, Earth Kingdom Royal Palace)
(Transcript:The Guru, Hakoda)
(Transcript:The Guru, Royal messenger)
(Transcript:The Guru, Long Feng)
(Transcript:The Guru, Aang)
(Transcript:The Guru, Xin Fu)
(Transcript:The Guru, Bosco)
(Siege of the North (battle), Siege of the North)
(White hamster, Southern Water Tribe)
(White hamster, Shipwreck)
(Dour Monk, Tashi)
(Seychelle Gabriel, The Legend of Korra)
(Seychelle Gabriel, Tribal Princess)
(Seychelle Gabriel, Asami Sato)
(Freedom Fighters, Organizations in the World of Avatar)
(Freedom Fighters, Iroh)
(Freedom Fighters, Lake Laogai)
(Freedom Fighters, Fire Nation)
(Freedom Fighters, Appa)
(Freedom Fighters, Team Avatar)
(Freedom Fighters, Zuko)
(Freedom Fighters, Dai Li)
(Freedom Fighters, Pipsqueak)
(Freedom Fighters, Fire Nation Capital)
(Freedom Fighters, The Duke)
(Freedom Fighters, Smellerbee)
(Freedom Fighters, Teo)
(Freedom Fighters, Azula)
(Freedom Fighters, Healing)
(Freedom Fighters, Earth monarch)
(Freedom Fighters, Heir to the Fire Lord)
(Freedom Fighters, Sokka)
(Freedom Fighters, Firebending)
(Freedom Fighters, Nickelodeon)
(Freedom Fighters, Treetop hideout)
(Freedom Fighters, Longshot)
(Freedom Fighters, Haru)
(Freedom Fighters, Jet (episode))
(Freedom Fighters, Kuei)
(Freedom Fighters, Sneers)
(Freedom Fighters, Gaipan)
(Freedom Fighters, Day of Black Sun)
(Freedom Fighters, Long Feng)
(Freedom Fighters, Western Air Temple)
(Freedom Fighters, Avatar)
(Freedom Fighters, Hundred Year War)
(Freedom Fighters, Aang)
(Freedom Fighters, Katara)
(Freedom Fighters, Jet)
(116, The Deserter)
(The Boy in the Iceberg (play), Sokka)
(The Boy in the Iceberg (play), Painted Lady)
(The Boy in the Iceberg (play), Fire Nation)
(The Boy in the Iceberg (play), Ty Lee)
(The Boy in the Iceberg (play), Appa)
(The Boy in the Iceberg (play), Team Avatar)
(The Boy in the Iceberg (play), Zuko)
(The Boy in the Iceberg (play), Northern Water Tribe)
(The Boy in the Iceberg (play), Ember Island Players)
(The Boy in the Iceberg (play), Comet-Enhanced Agni Kai)
(The Boy in the Iceberg (play), Jet)
(The Boy in the Iceberg (play), Iroh)
(The Boy in the Iceberg (play), The Blue Spirit)
(The Boy in the Iceberg (play), Combustion Man)
(The Boy in the Iceberg (play), Azula)
(The Boy in the Iceberg (play), Suki)
(The Boy in the Iceberg (play), Book One: Water)
(The Boy in the Iceberg (play), Mai)
(The Boy in the Iceberg (play), Avatar)
(The Boy in the Iceberg (play), Yue)
(The Boy in the Iceberg (play), Fire Nation Capital)
(The Boy in the Iceberg (play), Bending arts)
(The Boy in the Iceberg (play), Long Feng)
(The Boy in the Iceberg (play), The Chase)
(The Boy in the Iceberg (play), The Complete Book 1 Collection)
(The Boy in the Iceberg (play), Pu-on Tim)
(The Boy in the Iceberg (play), Aang)
(The Boy in the Iceberg (play), Gaipan)
(The Boy in the Iceberg (play), Ozai)
(The Boy in the Iceberg (play), Bumi (King of Omashu))
(The Boy in the Iceberg (play), Tu Zin)
(The Boy in the Iceberg (play), The Drill)
(The Boy in the Iceberg (play), Sozin's Comet)
(The Boy in the Iceberg (play), Invasion of the Fire Nation)
(The Boy in the Iceberg (play), Arts in the World of Avatar)
(The Boy in the Iceberg (play), Katara)
(Jamie Alcroft, List of Avatar: The Last Airbender episodes)
(Jamie Alcroft, Avatar: The Last Airbender)
(Pie-shou, Pai Sho)
(Govenor of New Ozai, Ukano)
(Waterbending training, Fire Nation)
(Waterbending training, Ty Lee)
(Waterbending training, Water Tribe)
(Waterbending training, Team Avatar)
(Waterbending training, Bloodbending)
(Waterbending training, Sangok)
(Waterbending training, Huu)
(Waterbending training, Foggy Swamp Tribe)
(Waterbending training, Pakku)
(Waterbending training, Tui)
(Waterbending training, Bending arts)
(Waterbending training, Mai)
(Waterbending training, Waterbending)
(Waterbending training, Firebending training)
(Waterbending training, Korra)
(Waterbending training, Fire lily)
(Waterbending training, Northern Water Tribe)
(Waterbending training, Mai's weapons)
(Waterbending training, La)
(Waterbending training, Earthbending training)
(Waterbending training, Waterbending scroll)
(Waterbending training, Military of the Fire Nation)
(Waterbending training, Hama)
(Waterbending training, Southern Water Tribe)
(Waterbending training, Aang)
(Waterbending training, Katara)
(Sozin's Comet, Part 1: The Phoenix King, Mae Whitman)
(Sozin's Comet, Part 1: The Phoenix King, Sozin)
(Sozin's Comet, Part 1: The Phoenix King, The Western Air Temple)
(Sozin's Comet, Part 1: The Phoenix King, Grey DeLisle)
(Sozin's Comet, Part 1: The Phoenix King, Zuko)
(Sozin's Comet, Part 1: The Phoenix King, Ozai's airship base)
(Sozin's Comet, Part 1: The Phoenix King, Michael Dante DiMartino)
(Sozin's Comet, Part 1: The Phoenix King, Zach Tyler Eisen)
(Sozin's Comet, Part 1: The Phoenix King, Ozai's beach house)
(Sozin's Comet, Part 1: The Phoenix King, Suki)
(Sozin's Comet, Part 1: The Phoenix King, Appa)
(Sozin's Comet, Part 1: The Phoenix King, Jennie Kwan)
(Sozin's Comet, Part 1: The Phoenix King, Dante Basco)
(Sozin's Comet, Part 1: The Phoenix King, Jessie Flower)
(Sozin's Comet, Part 1: The Phoenix King, Sokka)
(Sozin's Comet, Part 1: The Phoenix King, Rachel Dratch)
(Sozin's Comet, Part 1: The Phoenix King, The Southern Raiders)
(Sozin's Comet, Part 1: The Phoenix King, Fire Lord headpiece)
(Sozin's Comet, Part 1: The Phoenix King, Bujing)
(Sozin's Comet, Part 1: The Phoenix King, Fire Lord)
(Sozin's Comet, Part 1: The Phoenix King, The Firebending Masters)
(Sozin's Comet, Part 1: The Phoenix King, Shinu)
(Sozin's Comet, Part 1: The Phoenix King, Winter Solstice, Part 2: Avatar Roku)
(Sozin's Comet, Part 1: The Phoenix King, Fire Nation airship)
(Sozin's Comet, Part 1: The Phoenix King, The Headband)
(Sozin's Comet, Part 1: The Phoenix King, Ozai)
(Sozin's Comet, Part 1: The Phoenix King, Dee Bradley Baker)
(Sozin's Comet, Part 1: The Phoenix King, Heir to the Fire Lord)
(Sozin's Comet, Part 1: The Phoenix King, The Boiling Rock, Part 1)
(Sozin's Comet, Part 1: The Phoenix King, Katara)
(Sozin's Comet, Part 1: The Phoenix King, Yuyan Archers)
(Sozin's Comet, Part 1: The Phoenix King, Phoenix King)
(Sozin's Comet, Part 1: The Phoenix King, June)
(Sozin's Comet, Part 1: The Phoenix King, Nick Jameson)
(Sozin's Comet, Part 1: The Phoenix King, Jack DeSena)
(Sozin's Comet, Part 1: The Phoenix King, Fire Nation)
(Sozin's Comet, Part 1: The Phoenix King, The Siege of the North, Part 2)
(Sozin's Comet, Part 1: The Phoenix King, Spirit World)
(Sozin's Comet, Part 1: The Phoenix King, Team Avatar)
(Sozin's Comet, Part 1: The Phoenix King, Mark Hamill)
(Sozin's Comet, Part 1: The Phoenix King, Ethan Spaulding)
(Sozin's Comet, Part 1: The Phoenix King, Airbending)
(Sozin's Comet, Part 1: The Phoenix King, Sozin's Comet, Part 2: The Old Masters)
(Sozin's Comet, Part 1: The Phoenix King, Sozin's Comet: The Final Battle)
(Sozin's Comet, Part 1: The Phoenix King, Aang)
(Sozin's Comet, Part 1: The Phoenix King, The Track Team)
(Sozin's Comet, Part 1: The Phoenix King, Azula)
(Sozin's Comet, Part 1: The Phoenix King, Avatar: The Last Airbender)
(Sozin's Comet, Part 1: The Phoenix King, Avatar)
(Sozin's Comet, Part 1: The Phoenix King, Sokka's sword)
(Sozin's Comet, Part 1: The Phoenix King, The Beach)
(Sozin's Comet, Part 1: The Phoenix King, Bato of the Water Tribe)
(Sozin's Comet, Part 1: The Phoenix King, Book Three: Fire)
(Sozin's Comet, Part 1: The Phoenix King, Air Nomads)
(Sozin's Comet, Part 1: The Phoenix King, Lightning generation)
(Sozin's Comet, Part 1: The Phoenix King, Ember Island)
(Sozin's Comet, Part 1: The Phoenix King, The Boiling Rock, Part 2)
(Sozin's Comet, Part 1: The Phoenix King, The Ember Island Players)
(Sozin's Comet, Part 1: The Phoenix King, Sozin's Comet)
(Sozin's Comet, Part 1: The Phoenix King, Day of Black Sun)
(Sozin's Comet, Part 1: The Phoenix King, Nightmares and Daydreams)
(Ran and Shao, Ran and Shaw)
(Architecture in the World of Avatar, Jang Hui)
(Architecture in the World of Avatar, Republic City)
(Architecture in the World of Avatar, Avatar)
(Architecture in the World of Avatar, Air Nomads)
(Architecture in the World of Avatar, Roku)
(Architecture in the World of Avatar, Misty Palms Oasis)
(Architecture in the World of Avatar, Iroh)
(Architecture in the World of Avatar, Mako)
(Architecture in the World of Avatar, General Fong's fortress)
(Architecture in the World of Avatar, Earth monarch)
(Architecture in the World of Avatar, Northern Air Temple)
(Architecture in the World of Avatar, Foggy Swamp)
(Architecture in the World of Avatar, Fire Sages)
(Architecture in the World of Avatar, Eastern Air Temple)
(Architecture in the World of Avatar, Fire Nation Capital)
(Architecture in the World of Avatar, Jinora)
(Architecture in the World of Avatar, Oma)
(Architecture in the World of Avatar, Sun Warriors)
(Architecture in the World of Avatar, Tenzin)
(Architecture in the World of Avatar, Wan Shi Tong's Library)
(Architecture in the World of Avatar, Sun Warriors' ancient city)
(Architecture in the World of Avatar, Omashu)
(Architecture in the World of Avatar, Boiling Rock)
(Architecture in the World of Avatar, Earth Kingdom Royal Palace)
(Architecture in the World of Avatar, Western Air Temple)
(Architecture in the World of Avatar, Hundred Year War)
(Architecture in the World of Avatar, Air temple sanctuaries)
(Architecture in the World of Avatar, Fire Nation)
(Architecture in the World of Avatar, Bolin)
(Architecture in the World of Avatar, Spirit World)
(Architecture in the World of Avatar, Water Tribe)
(Architecture in the World of Avatar, Surrender of Omashu)
(Architecture in the World of Avatar, Airbending)
(Architecture in the World of Avatar, Aang)
(Architecture in the World of Avatar, Fire Temple)
(Architecture in the World of Avatar, Southern Air Temple)
(Architecture in the World of Avatar, Avatar: The Last Airbender)
(Architecture in the World of Avatar, Earthbending)
(Architecture in the World of Avatar, Avatar Temple)
(Architecture in the World of Avatar, Si Wong Desert)
(Architecture in the World of Avatar, Jang Hui River)
(Architecture in the World of Avatar, Northern Water Tribe)
(Architecture in the World of Avatar, Earth)
(Architecture in the World of Avatar, Fire Lord)
(Architecture in the World of Avatar, Ember Island)
(Architecture in the World of Avatar, Spirit Oasis)
(Architecture in the World of Avatar, Beifong family)
(Architecture in the World of Avatar, Korra)
(Architecture in the World of Avatar, Fire Nation Royal Palace)
(Architecture in the World of Avatar, Cuisine in the World of Avatar)
(Architecture in the World of Avatar, Southern Water Tribe)
(Architecture in the World of Avatar, Arts in the World of Avatar)
(Chameleon Bay, Sokka)
(Chameleon Bay, Avatar)
(Chameleon Bay, Earth monarch)
(Chameleon Bay, Fire Nation)
(Chameleon Bay, Team Avatar)
(Chameleon Bay, Coup of Ba Sing Se)
(Chameleon Bay, Water Tribe)
(Chameleon Bay, Aang)
(Chameleon Bay, Day of Black Sun)
(Chameleon Bay, Hakoda)
(Chameleon Bay, Kuei)
(Chameleon Bay, Geography of the World of Avatar)
(Chameleon Bay, The Guru)
(Chameleon Bay, Southern Water Tribe)
(Chameleon Bay, Invasion of the Fire Nation)
(Chameleon Bay, Dai Li)
(Chameleon Bay, Katara)
(Iguana seal, The Awakening)
(Iguana seal, The Headband)
(Iguana seal, Geography of the World of Avatar)
(Iguana seal, Fire Nation)
(Monorail, Freedom Fighters)
(Monorail, Earthbending)
(Monorail, Zuko)
(Monorail, Mako)
(Monorail, Bolin)
(Monorail, Longshot)
(Monorail, Appa)
(Monorail, Team Avatar)
(Monorail, Earth monarch)
(Monorail, Si Wong Desert)
(Monorail, Transportation in the World of Avatar)
(Monorail, Smellerbee)
(Monorail, Jet)
(Monorail, Iroh)
(Monorail, Yi Ming)
(Monorail, Sandbender Tribes)
(Monorail, Than)
(Monorail, Hope)
(Monorail, Ying)
(Head of the Dai Li, Freedom Fighters)
(Head of the Dai Li, Council of Five)
(Head of the Dai Li, Zuko)
(Head of the Dai Li, Sozin's Comet, Part 3: Into the Inferno)
(Head of the Dai Li, Fire Nation)
(Head of the Dai Li, Ty Lee)
(Head of the Dai Li, Conspiracy of Ba Sing Se)
(Head of the Dai Li, Dual broadswords)
(Head of the Dai Li, Iroh)
(Head of the Dai Li, Team Avatar)
(Head of the Dai Li, Brainwashing)
(Head of the Dai Li, Grand Secretariat of Ba Sing Se)
(Head of the Dai Li, Kuei)
(Head of the Dai Li, City of Walls and Secrets)
(Head of the Dai Li, Kyoshi Warriors)
(Head of the Dai Li, Earth monarch)
(Head of the Dai Li, Sokka)
(Head of the Dai Li, Earthbending)
(Head of the Dai Li, André Sogliuzzo)
(Head of the Dai Li, Long Feng)
(Head of the Dai Li, Coup of Ba Sing Se)
(Head of the Dai Li, Earth Kingdom Royal Palace)
(Head of the Dai Li, Earth)
(Head of the Dai Li, Azula)
(Head of the Dai Li, Hundred Year War)
(Head of the Dai Li, Captured agent)
(Head of the Dai Li, Heir to the Fire Lord)
(Head of the Dai Li, Sozin's Comet)
(Head of the Dai Li, Invasion of the Fire Nation)
(Head of the Dai Li, Dai Li)
(Head of the Dai Li, Jet)
(Elephant koi, Sokka)
(Elephant koi, Tenzin)
(Elephant koi, Kyoshi Island)
(Elephant koi, South Sea)
(Elephant koi, Recreation in the World of Avatar)
(Elephant koi, The Warriors of Kyoshi)
(Elephant koi, Cuisine in the World of Avatar)
(Elephant koi, Hundred Year War)
(Elephant koi, Aang)
(Elephant koi, Katara)
(Avatar Extras, Avatar Extras (disambiguation))
(Arts, Arts in the World of Avatar)
(Avatar Wiki:Nominations for fanon adminship/Archive 2011, Avatar Wiki:Fanon standards)
(Avatar Wiki:Nominations for fanon adminship/Archive 2011, Avatar Wiki:Fanonbenders)
(Ron Perlman, Sozin)
(Ron Perlman, List of Avatar: The Last Airbender episodes)
(Ron Perlman, The Avatar and the Fire Lord)
(Ron Perlman, Avatar: The Last Airbender)
(Koi fish (disambiguation), La)
(Koi fish (disambiguation), Tui)
(Koi fish (disambiguation), Kyoshi Island)
(Koi fish (disambiguation), Elephant koi)
(Image policy, Avatar Wiki:Images)
(Robert Ito, Sun Warrior chief)
(Robert Ito, List of Avatar: The Last Airbender episodes)
(Robert Ito, Avatar: The Last Airbender)
(Smellerbee, Freedom Fighters)
(Smellerbee, Zuko)
(Smellerbee, Appa)
(Smellerbee, Iroh)
(Smellerbee, Lake Laogai)
(Smellerbee, Fire Nation)
(Smellerbee, The Duke)
(Smellerbee, Team Avatar)
(Smellerbee, Fashion in the World of Avatar)
(Smellerbee, Pipsqueak)
(Smellerbee, Brainwashing)
(Smellerbee, The Serpent's Pass)
(Smellerbee, Jet)
(Smellerbee, City of Walls and Secrets)
(Smellerbee, Sneers)
(Smellerbee, Sokka)
(Smellerbee, Avatar: The Last Airbender—The Art of the Animated Series)
(Smellerbee, Nika Futterman)
(Smellerbee, Longshot)
(Smellerbee, Fire Nation trap)
(Smellerbee, Weaponry in the World of Avatar)
(Smellerbee, Jet (episode))
(Smellerbee, Dai Li)
(Smellerbee, Fire Lord)
(Smellerbee, Gaipan)
(Smellerbee, Earth Kingdom ferry)
(Smellerbee, Avatar)
(Smellerbee, Long Feng)
(Smellerbee, Aang)
(Smellerbee, Katara)
(Abandoned Mining Town, Tu Zin)
(Jack DeSena, Sokka)
(Jack DeSena, Avatar: The Last Airbender (video game))
(Jack DeSena, List of Avatar: The Last Airbender episodes)
(Jack DeSena, Bryan Konietzko)
(Jack DeSena, Avatar: The Last Airbender – The Burning Earth)
(Jack DeSena, Avatar: The Last Airbender – Into the Inferno)
(Jack DeSena, Nickelodeon)
(Jack DeSena, Avatar: The Last Airbender)
(Council of Elders, Northern Air Temple)
(Council of Elders, Iio)
(Council of Elders, Earth monarch)
(Council of Elders, Society in the World of Avatar)
(Council of Elders, Tashi)
(Council of Elders, Tribal chief)
(Council of Elders, Pasang)
(Council of Elders, Air Nomads)
(Council of Elders, Eastern Air Temple)
(Council of Elders, Phoenix King)
(Council of Elders, Air temple sanctuaries)
(Council of Elders, Fire Lord)
(Council of Elders, The Storm)
(Council of Elders, Gyatso)
(Council of Elders, Politics in the World of Avatar)
(Council of Elders, Western Air Temple)
(Council of Elders, Avatar)
(Council of Elders, Southern Air Temple)
(Richard Epcar, The Legend of Korra)
(The Guru, Zuko)
(The Guru, Pathik)
(The Guru, Jim Meskimen)
(The Guru, Ty Lee)
(The Guru, Air Nomads)
(The Guru, Grey DeLisle)
(The Guru, Mako Iwamatsu)
(The Guru, Dai Li)
(The Guru, Fong)
(The Guru, Military of the Earth Kingdom)
(The Guru, Bosco)
(The Guru, Military of the Water Tribe)
(The Guru, Zach Tyler Eisen)
(The Guru, Suki)
(The Guru, Yu)
(The Guru, How)
(The Guru, Brian George)
(The Guru, The Crossroads of Destiny)
(The Guru, Jessie Flower)
(The Guru, Clancy Brown)
(The Guru, Sokka)
(The Guru, Mai)
(The Guru, Dante Basco)
(The Guru, Winter Solstice, Part 1: The Spirit World)
(The Guru, Bato)
(The Guru, Dave Filoni)
(The Guru, Kyoshi Warriors)
(The Guru, The Chase)
(The Guru, Iroh and Zuko's apartment)
(The Guru, Cricket Leigh)
(The Guru, Earth monarch)
